2023-07-19 04:10:33,95.3359375
2023-07-19 04:10:38,95.0078125
2023-07-19 04:10:43,92.3828125
2023-07-19 04:10:48,96.62109375
2023-07-19 04:10:53,98.6171875
2023-07-19 04:10:58,95.7890625
2023-07-19 04:11:03,92.7109375
2023-07-19 04:11:08,106.25390625
2023-07-19 04:11:13,93.3125
2023-07-19 04:11:18,95.171875
2023-07-19 04:11:23,93.40625
2023-07-19 04:11:28,109.67578125
2023-07-19 04:11:33,116.54296875
2023-07-19 04:11:38,108.6796875
2023-07-19 04:11:43,115.9375
2023-07-19 04:11:48,116.515625
2023-07-19 04:11:53,114.79296875
2023-07-19 04:11:58,109.640625
2023-07-19 04:12:03,114.91796875
2023-07-19 04:12:08,112.7109375
2023-07-19 04:12:13,111.55859375
2023-07-19 04:12:18,112.37890625
2023-07-19 04:12:23,103.28515625
2023-07-19 04:12:28,98.98828125
2023-07-19 04:12:33,103.171875
2023-07-19 04:12:38,102.1015625
2023-07-19 04:12:43,125.51171875
2023-07-19 04:12:48,127.7890625
2023-07-19 04:12:53,135.77734375
2023-07-19 04:12:58,132.90625
2023-07-19 04:13:03,140.82421875
2023-07-19 04:13:08,115.4375
2023-07-19 04:13:13,112.5390625
2023-07-19 04:13:18,121.08984375
2023-07-19 04:13:23,123.66015625
2023-07-19 04:13:28,117.42578125
2023-07-19 04:13:33,116.6875
2023-07-19 04:13:38,118.26171875
2023-07-19 04:13:43,132.77734375
2023-07-19 04:13:48,123.4453125
2023-07-19 04:13:53,111.7578125
2023-07-19 04:13:58,112.33984375
2023-07-19 04:14:03,107.5078125
2023-07-19 04:14:08,107.14453125
2023-07-19 04:14:13,105.6328125
2023-07-19 04:14:18,114.62109375
2023-07-19 04:14:23,122.890625
2023-07-19 04:14:28,122.86328125
2023-07-19 04:14:33,121.80078125
2023-07-19 04:14:38,119.71875
2023-07-19 04:14:43,125.61328125
2023-07-19 04:14:48,125.515625
2023-07-19 04:14:53,127.7578125
2023-07-19 04:14:58,131.2421875
2023-07-19 04:15:03,132.7890625
2023-07-19 04:15:08,122.9921875
2023-07-19 04:15:13,120.25
2023-07-19 04:15:18,124.23828125
2023-07-19 04:15:23,113.390625
2023-07-19 04:15:28,117.03125
2023-07-19 04:15:33,121.3203125
2023-07-19 04:15:38,127.8984375
2023-07-19 04:15:43,122.6328125
2023-07-19 04:15:48,125.875
2023-07-19 04:15:53,106.26171875
2023-07-19 04:15:58,107.51953125
2023-07-19 04:16:03,103.31640625
2023-07-19 04:16:08,110.57421875
2023-07-19 04:16:13,107.77734375
2023-07-19 04:16:18,131.05078125
2023-07-19 04:16:23,126.63671875
2023-07-19 04:16:28,123.62109375
2023-07-19 04:16:33,124.25
2023-07-19 04:16:38,119.359375
2023-07-19 04:16:43,121.71484375
2023-07-19 04:16:48,119.29296875
2023-07-19 04:16:53,121.171875
2023-07-19 04:16:58,123.77734375
2023-07-19 04:17:03,128.8359375
2023-07-19 04:17:08,119.62109375
2023-07-19 04:17:13,121.8671875
2023-07-19 04:17:18,119.75390625
2023-07-19 04:17:23,118.890625
2023-07-19 04:17:28,130.70703125
